,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
2007-09-08,1275.8,1039.3999999999999,1280.2,891.5999999999999,1146.0,1111.8000000000002,1233.4,761.6,1145.6,1647.4,14.625988857938717,6.345515320334262,2.1145403899721447,6.283286908077994,3.78883008356546,14.507799442896939,11.13175487465181,10.10264623955432,15.092757660167129,3835253.470416,5565038.597580001,4146046.863879999,0.0,0.0,0.24557103064066851,0.16036211699164343
2008-09-02,2131.4,1410.2000000000003,1608.8,1295.2,1816.0,1384.5,1882.6000000000001,919.8,1867.0,2527.8,14.45108635097493,5.732534818941504,2.010389972144847,5.957242339832868,3.583983286908078,14.942339832869079,11.630640668523675,12.779108635097492,15.465877437325908,3786912.4031490004,5794955.51464,4467177.25616,0.0,0.0,0.33434540389972145,-0.11654596100278557
2009-08-28,2263.4,1582.4,1840.6,1563.6,1856.0,1919.6,2131.6000000000004,974.8,1908.8,2746.8,14.134428969359327,5.752033426183844,1.8491922005571029,6.2599442896935935,3.6210584958217273,14.443314763231196,10.57799442896936,10.293036211699164,15.050557103064065,3929503.950143,5859285.01966,4669035.868799999,0.0,0.0,0.330807799442897,-0.3311142061281337
2010-08-23,1899.1999999999998,1320.6,1435.8,1063.8,1592.8,1448.8000000000002,1680.8000000000002,1019.2,1622.6000000000001,2254.0,13.33640668523677,5.603760445682451,1.9217548746518105,6.350557103064067,3.4908356545961006,14.421727019498606,10.625905292479109,14.644846796657381,15.00891364902507,3750005.5610809997,5758119.270040001,4641013.0224,0.0,0.0,0.3422005571030641,-0.67983286908078
2011-08-18,1470.8000000000002,668.4000000000001,631.1999999999999,609.2,1128.4,944.2,1337.2,693.2,1111.2,1726.1999999999998,13.526295264623958,6.1920055710306405,2.7237047353760446,8.001114206128134,4.416323119777158,14.822423398328691,11.735654596100279,15.177576601671309,15.4525069637883,3770885.230059,5682152.0736,4532142.628799999,0.0,0.0,0.23857938718662955,-0.9673537604456826
2012-08-12,2550.2,1991.9999999999998,2039.2,1782.6000000000001,2086.8,1929.8,2301.3999999999996,1101.2,2094.8,3063.8,13.283370473537609,5.2183286908078,1.7987465181058495,6.458328690807799,3.4761281337047354,14.682451253481894,10.887325905292478,14.80766016713092,15.062395543175487,3417597.124178,5615335.6704,4692374.712,0.0,0.0,0.3878272980501393,-0.5517548746518106
2013-08-07,2583.4,1706.4,1837.7999999999997,1500.2000000000003,2781.2,1407.4,2200.4,1216.8,1931.0,2928.3999999999996,12.485487465181059,5.323537604456824,1.8362952646239552,6.375849582172702,3.665292479108634,15.300417827298052,11.564484679665737,15.555849582172705,15.943036211699162,3066865.747797,5912120.879999999,4252141.7424,1041685.228917,900166.9608039998,0.35724233983286907,-0.6596657381615598
2014-08-02,1515.1999999999998,1137.6,1249.4,1050.0,1446.4,1260.6,1416.0,1508.6000000000001,1271.0,1790.4,12.044930362116991,5.426545961002785,1.7191643454038996,6.211309192200556,3.912284122562674,15.473955431754876,11.97785515320334,15.85208913649025,16.064066852367688,3320429.206886,6215877.8784,4317554.210399999,1870822.6389390002,1649306.159586,0.3128690807799443,-0.8618662952646239
2015-07-28,1817.6,1385.6,1631.6,1158.2,1907.8,1763.6,1699.0,1041.6,1655.0,2061.0,12.310640668523678,5.703314763231197,1.9518384401114208,6.231476323119777,3.930612813370474,15.214623955431753,11.648050139275766,15.545821727019495,15.768384401114208,2587251.848,6050428.3152,3989429.1936000003,1727385.3460519998,2340479.0833230005,0.29111420612813366,-0.8035376044568245
2016-07-22,1352.8,820.6000000000001,1105.6,940.4,1355.8000000000002,1234.1999999999998,1338.2,781.0,1141.6,1604.0,12.431364902506965,5.709610027855153,2.151142061281337,5.9700278551532024,4.017465181058496,15.133008356545961,11.858495821727022,12.863091922005571,15.700974930362117,2263011.7391999997,6229580.0544,3953689.056000001,1980362.7707429999,2017597.0836509997,0.23857938718662955,-0.9033983286908078
2017-07-17,1726.6000000000001,1485.8000000000002,1519.8,1293.0,1892.8000000000002,1848.6,1737.6,1578.2000000000003,1624.6,2226.2,12.69983286908078,5.443621169916434,2.046991643454039,5.878217270194987,3.8715320334261834,14.769637883008357,11.373119777158774,0.0,15.290668523676882,2282831.442098,6157150.329600001,3868372.3824000005,2183957.103962,1825532.7819500002,0.2995264623955432,-0.7446796657381617
2018-07-12,1184.6000000000001,967.0,962.8,782.1999999999999,1237.0,1124.2,1119.2,998.6,1075.6,1431.8,12.73300835654596,5.50849582172702,2.2138718662952646,6.335125348189414,4.3166852367688024,15.146378830083563,11.720334261838442,0.0,15.70111420612813,2465671.349622,5849788.769079999,3710537.1215999997,2296384.566191,1338917.6433259998,0.2124791086350975,-0.9122005571030641
2019-07-07,2288.0,1544.8,1819.6,1331.0,1983.9999999999998,1888.4,2083.3999999999996,1012.2,1911.3999999999996,2670.4,12.651671309192198,5.22891364902507,1.943342618384401,5.752729805013926,3.8184958217270193,15.455431754874652,12.126601671309194,0.0,15.944289693593312,2390160.0653379997,4576658.681523,3034705.415027,2170682.173587,1130656.2269234,0.3316991643454039,-0.7168802228412257
